"dataset_ID","meantimes","Alnus","Alnus.glutinosa","Alnus.incana","Alnus.viridis","Athyrium.alpestre","Athyrium.filix.femina","Blechnum.spicant","Chrysosplenium","Frangula","Frangula.alnus","Lysimachia.vulgaris","Matteuccia","Matteuccia.struthiopteris","Phegopteris.connectilis","Rhododendron.tomentosum","Rubus","Rubus.chamaemorus","Rubus.fruticosus","Rubus.idaeus","Rubus.saxatilis","Salix","Salix.herbacea","Sambucus","Sambucus.nigra.S..racemosa","Saussurea","Saussurea.nuda","Sphagnum"
"44941",12570.857,"0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,"0","7","0",NA,NA,NA,NA,"0"
"44941",13340.437,"0",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,"0",NA,NA,"0","28","2",NA,NA,NA,NA,"0"
"45311",0.195,"5",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"1",NA,NA,"0","12","0",NA,NA,NA,"0","3"
"45311",185.662,"4",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"2",NA,NA,"0","9","0",NA,NA,NA,"0","0"
"45311",371.95,"11",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","9","0",NA,NA,NA,"0","2"
"45311",554.377,"10",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"1",NA,NA,"0","12","0",NA,NA,NA,"0","3"
"45311",733.116,"13",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","17","0",NA,NA,NA,"0","4"
"45311",915.881,"8",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"1",NA,NA,"0","10","0",NA,NA,NA,"0","6"
"45311",1092.309,"9",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","14","0",NA,NA,NA,"0","8"
"45311",1183.674,"4",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","6","0",NA,NA,NA,"0","1"
"45311",1377.552,"5",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","6","0",NA,NA,NA,"0","6"
"45311",1622.344,"12",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"1",NA,NA,"0","1","0",NA,NA,NA,"0","3"
"45311",1775.21,"9",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","4","0",NA,NA,NA,"0","3"
"45311",1906.448,"10",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","2","0",NA,NA,NA,"0","1"
"45311",2035.106,"19",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","1","0",NA,NA,NA,"0","5"
"45311",2169.053,"10",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","2","0",NA,NA,NA,"0","1"
"45311",2306.874,"7",NA,NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","5","0",NA,NA,NA,"0","6"
"45311",2485.369,"6",NA,NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","2","0",NA,NA,NA,"0","2"
"45311",2639.384,"14",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","1",NA,"0",NA,NA,"0","8","0",NA,NA,NA,"0","2"
"45311",2769.983,"8",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"1","0",NA,"1",NA,NA,"0","4","0",NA,NA,NA,"0","2"
"45311",2899.692,"13",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"1",NA,NA,"0","3","0",NA,NA,NA,"0","1"
"45311",3029.658,"9",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","2","0",NA,NA,NA,"0","6"
"45311",3163.559,"14",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","6","0",NA,NA,NA,"0","2"
"45311",3413.664,"14",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"2","0",NA,"0",NA,NA,"0","3","0",NA,NA,NA,"0","4"
"45311",3623.093,"15",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"1","0",NA,"0",NA,NA,"0","6","0",NA,NA,NA,"0","1"
"45311",3822.086,"9",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","1",NA,"1",NA,NA,"0","1","0",NA,NA,NA,"0","1"
"45311",4019.083,"13",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","2","0",NA,NA,NA,"0","3"
"45311",4220.204,"18",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","7","0",NA,NA,NA,"0","1"
"45311",4424.858,"14",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","4","0",NA,NA,NA,"0","0"
"45311",4693.738,"5",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","3","0",NA,NA,NA,"0","1"
"45311",4890.497,"9",NA,NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"1",NA,NA,"0","4","0",NA,NA,NA,"0","3"
"45311",5051.028,"13",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","1","0",NA,NA,NA,"0","1"
"45311",5210.064,"21",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","1","0",NA,NA,NA,"0","1"
"45311",5365.367,"24",NA,NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","3","0",NA,NA,NA,"0","1"
"45311",5524.9,"19",NA,NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"1",NA,NA,"0","3","0",NA,NA,NA,"0","1"
"45311",5740.651,"20",NA,NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,"1","0",NA,"0",NA,NA,"0","1","0",NA,NA,NA,"0","0"
"45311",5884.009,"27",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","1","0",NA,NA,NA,"0","1"
"45311",6003.024,"23",NA,NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","1","0",NA,NA,NA,"0","2"
"45311",6120.257,"26",NA,NA,NA,NA,"0","1",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","1","0",NA,NA,NA,"0","1"
"45311",6236.095,"21",NA,NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","0","0",NA,NA,NA,"0","1"
"45311",6393.864,"31",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"1","1","0",NA,NA,NA,"0","1"
"45311",6575.097,"31",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"1","0",NA,"0",NA,NA,"0","1","0",NA,NA,NA,"0","1"
"45311",6727.161,"38",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"1","0",NA,"0",NA,NA,"0","5","0",NA,NA,NA,"0","0"
"45311",6875.512,"26",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"1","0",NA,"0",NA,NA,"0","3","0",NA,NA,NA,"0","0"
"45311",7024.381,"37",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"3","0",NA,"0",NA,NA,"1","4","0",NA,NA,NA,"0","0"
"45311",7179.611,"60",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"1","0",NA,"0",NA,NA,"0","5","0",NA,NA,NA,"0","0"
"45311",7329.927,"29",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"1","0",NA,"0",NA,NA,"0","7","0",NA,NA,NA,"0","0"
"45311",7481.938,"65",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","3","0",NA,NA,NA,"0","1"
"45311",7679.45,"88",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","1","0",NA,NA,NA,"0","1"
"45311",7812.99,"22",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","11","0",NA,NA,NA,"1","0"
"45311",7931.565,"9",NA,NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","2","0",NA,NA,NA,"0","0"
"45311",8049.059,"13",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","9","0",NA,NA,NA,"0","1"
"45311",8167.865,"6",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","10","2",NA,NA,NA,"0","1"
"45311",8335.191,"6",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","7","0",NA,NA,NA,"0","0"
"45311",8545.265,"12",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","8","0",NA,NA,NA,"0","1"
"45311",8723.089,"6",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","7","0",NA,NA,NA,"0","1"
"45311",8902.12,"11",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"1",NA,NA,"0","8","0",NA,NA,NA,"0","0"
"45311",9083.138,"4",NA,NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","19","0",NA,NA,NA,"0","1"
"45311",9262.237,"6",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","11","0",NA,NA,NA,"0","1"
"45311",9444.816,"10",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","18","0",NA,NA,NA,"0","0"
"45311",9625.95,"2",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","18","0",NA,NA,NA,"0","0"
"45311",9819.993,"1",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"1",NA,NA,"0","10","2",NA,NA,NA,"0","1"
"45311",9962.989,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","11","0",NA,NA,NA,"0","0"
"45311",10032.203,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"1",NA,NA,"0","16","0",NA,NA,NA,"0","1"
"45311",10089.894,"0",NA,NA,NA,NA,"1","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","20","1",NA,NA,NA,"0","3"
"45311",10144.682,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","28","6",NA,NA,NA,"0","3"
"45311",10200.48,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","17","1",NA,NA,NA,"0","3"
"45311",10259.493,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"4",NA,NA,"0","15","7",NA,NA,NA,"0","0"
"45311",10345.705,"0",NA,NA,NA,NA,"0","0",NA,NA,NA,NA,NA,NA,"0","0",NA,"0",NA,NA,"0","16","4",NA,NA,NA,"0","0"
"45329",12.166,"59",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"19"
"45329",238.833,"48",NA,NA,NA,NA,"0",NA,NA,NA,"2","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"1","0",NA,NA,NA,NA,"33"
"45329",448.971,"45",NA,NA,NA,NA,"0",NA,NA,NA,"1","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"3","0",NA,NA,NA,NA,"18"
"45329",654.092,"35",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"5","0",NA,NA,NA,NA,"17"
"45329",854.969,"43",NA,NA,NA,NA,"0",NA,NA,NA,"1","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"3","0",NA,NA,NA,NA,"17"
"45329",1052.275,"66",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"1","0",NA,NA,NA,NA,"31"
"45329",1255.323,"87",NA,NA,NA,NA,"0",NA,NA,NA,"1","1",NA,NA,"0",NA,NA,NA,NA,NA,NA,"3","0",NA,NA,NA,NA,"40"
"45329",1458.401,"36",NA,NA,NA,NA,"0",NA,NA,NA,"1","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"3","0",NA,NA,NA,NA,"18"
"45329",1663.036,"60",NA,NA,NA,NA,"0",NA,NA,NA,"2","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"3","0",NA,NA,NA,NA,"27"
"45329",1873.343,"71",NA,NA,NA,NA,"1",NA,NA,NA,"1","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"2","0",NA,NA,NA,NA,"25"
"45329",2080.349,"71",NA,NA,NA,NA,"0",NA,NA,NA,"1","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"3","0",NA,NA,NA,NA,"12"
"45329",2292.347,"63",NA,NA,NA,NA,"0",NA,NA,NA,"1","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"1","0",NA,NA,NA,NA,"11"
"45329",2520.949,"72",NA,NA,NA,NA,"0",NA,NA,NA,"1","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"1","0",NA,NA,NA,NA,"21"
"45329",2819.189,"77",NA,NA,NA,NA,"0",NA,NA,NA,"2","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"4","0",NA,NA,NA,NA,"35"
"45329",2992.089,"78",NA,NA,NA,NA,"1",NA,NA,NA,"1","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"2","0",NA,NA,NA,NA,"16"
"45329",3149.872,"78",NA,NA,NA,NA,"0",NA,NA,NA,"2","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"2","0",NA,NA,NA,NA,"28"
"45329",3306.002,"97",NA,NA,NA,NA,"1",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"1","0",NA,NA,NA,NA,"26"
"45329",3460.985,"83",NA,NA,NA,NA,"2",NA,NA,NA,"3","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"2","0",NA,NA,NA,NA,"13"
"45329",3619.134,"73",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"5","0",NA,NA,NA,NA,"10"
"45329",3779.086,"125",NA,NA,NA,NA,"0",NA,NA,NA,"3","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"3","0",NA,NA,NA,NA,"23"
"45329",3932.914,"76",NA,NA,NA,NA,"1",NA,NA,NA,"3","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"3","0",NA,NA,NA,NA,"21"
"45329",4095.204,"93",NA,NA,NA,NA,"0",NA,NA,NA,"2","0",NA,NA,"1",NA,NA,NA,NA,NA,NA,"2","0",NA,NA,NA,NA,"19"
"45329",4250.699,"86",NA,NA,NA,NA,"0",NA,NA,NA,"2","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"1","0",NA,NA,NA,NA,"9"
"45329",4417.366,"116",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"3","0",NA,NA,NA,NA,"3"
"45329",4647.559,"110",NA,NA,NA,NA,"0",NA,NA,NA,"1","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"4","0",NA,NA,NA,NA,"5"
"45329",4866.171,"83",NA,NA,NA,NA,"1",NA,NA,NA,"1","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"4","0",NA,NA,NA,NA,"6"
"45329",5037.901,"80",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"1",NA,NA,NA,NA,NA,NA,"8","0",NA,NA,NA,NA,"6"
"45329",5200.723,"100",NA,NA,NA,NA,"0",NA,NA,NA,"1","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"0","0",NA,NA,NA,NA,"9"
"45329",5367.341,"105",NA,NA,NA,NA,"0",NA,NA,NA,"1","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"1","0",NA,NA,NA,NA,"8"
"45329",5532.448,"126",NA,NA,NA,NA,"0",NA,NA,NA,"1","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"6","0",NA,NA,NA,NA,"2"
"45329",5707.928,"81",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"1","0",NA,NA,NA,NA,"3"
"45329",5986.494,"88",NA,NA,NA,NA,"1",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"2","0",NA,NA,NA,NA,"7"
"45329",6181.086,"120",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"7","0",NA,NA,NA,NA,"1"
"45329",6366.756,"92",NA,NA,NA,NA,"0",NA,NA,NA,"1","0",NA,NA,"1",NA,NA,NA,NA,NA,NA,"5","0",NA,NA,NA,NA,"4"
"45329",6551.301,"119",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"4","0",NA,NA,NA,NA,"3"
"45329",6732.309,"111",NA,NA,NA,NA,"0",NA,NA,NA,"1","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"6","0",NA,NA,NA,NA,"6"
"45329",6932.501,"118",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"3","0",NA,NA,NA,NA,"5"
"45329",7220.118,"100",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"5","0",NA,NA,NA,NA,"2"
"45329",7405.369,"94",NA,NA,NA,NA,"1",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"1","0",NA,NA,NA,NA,"3"
"45329",7579.192,"89",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"5","0",NA,NA,NA,NA,"3"
"45329",7747.386,"75",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"2","0",NA,NA,NA,NA,"1"
"45329",7908.743,"78",NA,NA,NA,NA,"1",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"9","0",NA,NA,NA,NA,"1"
"45329",8076.363,"92",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"3","0",NA,NA,NA,NA,"1"
"45329",8277.231,"117",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"3","1",NA,NA,NA,NA,"2"
"45329",8404.265,"123",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"7","0",NA,NA,NA,NA,"1"
"45329",8572.084,"111",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"6","0",NA,NA,NA,NA,"0"
"45329",8741.76,"140",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"1","0",NA,NA,NA,NA,"0"
"45329",8924.943,"104",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"13","0",NA,NA,NA,NA,"1"
"45329",9142.511,"11",NA,NA,NA,NA,"1",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"7","0",NA,NA,NA,NA,"0"
"45329",9197.665,"2",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"7","1",NA,NA,NA,NA,"1"
"45329",9250.348,"5",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"11","0",NA,NA,NA,NA,"5"
"45329",9351.375,"2",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"11","0",NA,NA,NA,NA,"3"
"45329",9402.615,"4",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"12","0",NA,NA,NA,NA,"1"
"45329",9454.291,"8",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"13","0",NA,NA,NA,NA,"1"
"45329",9559.209,"0",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"22","0",NA,NA,NA,NA,"0"
"45329",9727.958,"0",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"7","0",NA,NA,NA,NA,"4"
"45329",9848.991,"0",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"12","0",NA,NA,NA,NA,"0"
"45329",9960.977,"0",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"14","0",NA,NA,NA,NA,"3"
"45329",10069.739,"4",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"9","0",NA,NA,NA,NA,"2"
"45329",10181.95,"0",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"20","0",NA,NA,NA,NA,"3"
"45329",10300.098,"0",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"15","0",NA,NA,NA,NA,"2"
"45329",10556.246,"0",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"15","2",NA,NA,NA,NA,"5"
"45329",10689.244,"0",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"13","0",NA,NA,NA,NA,"4"
"45329",10875.972,"0",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"13","1",NA,NA,NA,NA,"1"
"45329",10999.676,"1",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"16","2",NA,NA,NA,NA,"1"
"45329",11096.199,"0",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"16","2",NA,NA,NA,NA,"3"
"45329",11315.978,"0",NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA,NA,"0",NA,NA,NA,NA,NA,NA,"22","6",NA,NA,NA,NA,"8"
"45331",10.944,"15",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,NA,"29"
"45331",340.204,"14",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0","2","0",NA,NA,NA,NA,"37"
"45331",583.699,"30",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0","3","0",NA,NA,NA,NA,"47"
"45331",864.47,"27",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,"97"
"45331",1131.243,"23",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,NA,"102"
"45331",1384,"39",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,"129"
"45331",1627.466,"28",NA,NA,NA,"0","0","1",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,"88"
"45331",1868.095,"27",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,NA,"66"
"45331",2109.912,"43",NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"0","3","0",NA,NA,NA,NA,"55"
"45331",2357.008,"41",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,"79"
"45331",2612.109,"33",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0","3","0",NA,NA,NA,NA,"60"
"45331",2877.384,"35",NA,NA,NA,"0","1","0",NA,NA,NA,NA,NA,NA,"2",NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,NA,"55"
"45331",3187.738,"49",NA,NA,NA,"0","0","1",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"0","3","0",NA,NA,NA,NA,"55"
"45331",3631.191,"30",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,"25"
"45331",3928.95,"31",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0","3","0",NA,NA,NA,NA,"37"
"45331",4173.199,"44",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,"25"
"45331",4400.475,"32",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,"19"
"45331",4615.486,"45",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,"15"
"45331",4830.733,"35",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,"13"
"45331",5047.394,"44",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,"0","1","0",NA,NA,NA,NA,"18"
"45331",5273.846,"42",NA,NA,NA,"0","0","0",NA,NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,NA,"0","0","0",NA,NA,NA,NA,"10"
